μῆνιν|μῆνις
θέμιστας|θέμις
εἰρύαται|ἐρύω
μέγας|μέγας
ἔσσεται|εἰμί
ὅρκος|ὅρκος
Ἀχιλλῆος|Ἀχιλλεύς
ποθὴ|ποθή
ἵξεται|ἱκνέομαι
υἷας|υἱός
σύμπαντας|σύμπας
δυνήσεαι|δύναμαι
ἀχνύμενός|ἀχεύω
χραισμεῖν|χραισμέω
εὖτ̓|εὖτε
πολλοὶ|πολύς
ὑφ̓|ὑπό
Ἕκτορος|Ἕκτωρ
ἀνδροφόνοιο|ἀνδροφόνος
θνήσκοντες|θνήσκω
πίπτωσι|πίπτω
ἔνδοθι|ἔνδοθι
ἀμύξεις|ἀμύσσω
ἄριστον|ἄριστος
οὐδὲν|οὐδείς
ἔτισας|τίνω
ποτὶ|πρός
βάλε|βάλλω
γαίῃ|γαῖα
χρυσείοις|χρύσεος
ἥλοισι|ἧλος
πεπαρμένον|πείρω
ἑτέρωθεν|ἑτέρωθεν
ἐμήνιε|μηνίω
Νέστωρ|Νέστωρ
ἡδυεπὴς|ἡδυεπής
ἀνόρουσε|ἀνορούω
λιγὺς|λιγύς
Πυλίων|Πύλιος
ἀγορητής|ἀγορητής
γλώσσης|γλῶσσα
μέλιτος|μέλι
γλυκίων|γλυκύς
ῥέεν|ῥέω
αὐδή|αὐδή
ἤδη|ἤδη
δύο|δύο
γενεαὶ|γενεά
μερόπων|μέροψ
ἀνθρώπων|ἄνθρωπος
ἐφθίαθ̓|φθίω
πρόσθεν|πρόσθεν
τράφεν|τρέφω
ἐγένοντο|γίγνομαι
Πύλῳ|Πύλος
ἠγαθέῃ|ἠγάθεος
τριτάτοισιν|τρίτατος
ἄνασσεν|ἀνάσσω
πόποι|πόποι
πένθος|πένθος
Ἀχαιΐδα|Ἀχαιΐς
γαῖαν|γαῖα
ἱκάνει|ἱκάνω
γηθήσαι|γηθέω
Πρίαμος|Πρίαμος
Πριάμοιό|Πρίαμος
παῖδες|παῖς
Τρῶες|Τρώς
κεχαροίατο|χαίρω
σφῶϊν|σύ
τάδε|ὅδε
πάντα|πᾶς
πυθοίατο|πυνθάνομαι
μαρναμένοιϊν|μάρναμαι
βουλὴν|βουλή
ἐστὲ|εἰμί
πίθεσθ̓|πείθω
νεωτέρω|νέος
ἐστὸν|εἰμί
ἀρείοσιν|ἀρείων
ἠέ|ἤ
ὡμίλησα|ὁμιλέω
ἀθέριζον|ἀθερίζω
τοίους|τοῖος
ἴδον|εἶδον
ἀνέρας|ἀνήρ
ἴδωμαι|εἶδον
οἷον|οἷος
Πειρίθοόν|Πειρίθοος
Δρύαντά|Δρύας
ποιμένα|ποιμήν
Καινέα|Καινεύς
Ἐξάδιόν|Ἐξάδιος
ἀντίθεον|ἀντίθεος
Πολύφημον|Πολύφημος
Θησέα|Θησεύς
Αἰγεΐδην|Αἰγείδην
ἐπιείκελον|ἐπιείκελος
ἀθανάτοισιν|ἀθάνατος
κάρτιστοι|κράτιστος
κεῖνοι|κεῖνος
ἐπιχθονίων|ἐπιχθόνιος
ἔσαν|εἰμί
καρτίστοις|κράτιστος
ἐμάχοντο|μάχομαι
φηρσὶν|φήρ
ὀρεσκῴοισι|ὀρεσκῷος
ἐκπάγλως|ἔκπαγλος
ἀπόλεσσαν|ἀπόλλυμι
μεθομίλεον|μεθομιλέω
Πύλου|Πύλος
ἐλθὼν|ἔρχομαι
τηλόθεν|τηλόθεν
ἀπίης|ἄπιος
γαίης|γαῖα
καλέσαντο|καλέω
αὐτοί|αὐτός
μαχόμην|μάχομαι
αὐτὸν|αὐτός
κείνοισι|κεῖνος
βροτοί|βροτός
ἐπιχθόνιοι|ἐπιχθόνιος
μαχέοιτο|συμμαχέω
βουλέων|βουλή
ξύνιεν|συνίημι
πείθοντό|πείθω
πίθεσθε|πείθω
ὔμμες|σύ
πείθεσθαι|πείθω
μήτε|μήτε
τόνδ̓|ὅδε
ἀποαίρεο|ἀπαίρω
ἔα|ἐάω
Πηλείδη|Πηλείδης
ἔθελ̓|ἐθέλω
ἐριζέμεναι|ἐρίζω
ἀντιβίην|ἀντιβίην
ποθ̓|ποτέ
ὁμοίης|ὁμοῖος
ἔμμορε|μείρομαι
τιμῆς|τιμή
σκηπτοῦχος|σκηπτοῦχος
βασιλεύς|βασιλεύς
κῦδος|κῦδος
γείνατο|γείνομαι
μήτηρ|μήτηρ
πλεόνεσσιν|πλείων
ἀνάσσει|ἀνάσσω
παῦε|παύω
λίσσομ̓|λίσσομαι
Ἀχιλλῆϊ|Ἀχιλλεύς
μεθέμεν|μεθίημι
πᾶσιν|πᾶς
ἕρκος|ἕρκος
Ἀχαιοῖσιν|Ἀχαιός
πέλεται|πέλω
κακοῖο|κακός
ταῦτά|οὗτος
μοῖραν|μοῖρα
ἔειπες|εἶπον
ὅδ̓|ὅδε
ἐθέλει|ἐθέλω
κρατέειν|κρατέω
πάντεσσι|πᾶς
ἀνάσσειν|ἀνάσσω
σημαίνειν|σημαίνω
ἅ|ὅς
τιν̓|τις
πείσεσθαι|πείθω
αἰχμητὴν|αἰχμητής
ἔθεσαν|τίθημι
αἰὲν|ἀεί
ἐόντες|εἰμί
τοὔνεκά|τοὔνεκα
προθέουσιν|προτίθημι
ὀνείδεα|ὄνειδος
ὑποβλήδην|ὑποβλήδην
ἠμείβετο|ἀμείβω
δειλός|δειλός
οὐτιδανὸς|οὐτιδανός
καλεοίμην|καλέω
πᾶν|πᾶς
ἔργον|ἔργον
ὑπείξομαι|ὑπείκω
ὅττί|ὅστις
ἄλλοισιν|ἄλλος
ἐπιτέλλεο|ἐπιτέλλω
σήμαιν̓|σημαίνω
ἔγωγ̓|ἐγώ
ἄλλο|ἄλλος
βάλλεο|βάλλω
σῇσι|σός
χερσὶ|χείρ
μαχήσομαι|μάχομαι
ἄλλῳ|ἄλλος
ἀφέλεσθέ|ἀφαιρέω
δόντες|δίδωμι
θοῇ|θοός
νηῒ|ναῦς
μελαίνῃ|μέλας
φέροις|φέρω
ἀνελὼν|ἀναιρέω
ἀέκοντος|ἀέκων
μὴν|μήν
πείρησαι|πειράω
γνώωσι|γιγνώσκω
οἵδε|ὅδε
αἶψά|αἶψα
αἷμα|αἷμα
κελαινὸν|κελαινός
ἐρωήσει|ἐρωέω
δουρί|δόρυ
ἀντιβίοισι|ἀντίβιος
μαχεσσαμένω|μάχομαι
ἀνστήτην|ἀνίστημι
λῦσαν|λύω
νηυσὶν|ναῦς
κλισίας|κλισία
ἐΐσας|ἔισος
Μενοιτιάδῃ|Μενοιτιάδης
οἷς|ἑός
ἑτάροισιν|ἑταῖρος
θοὴν|θοός
προέρυσσεν|προερύω
ἔκρινεν|κρίνω
ἐείκοσιν|εἴκοσι
βῆσε|βαίνω
εἷσεν|ἵζω
ἄγων|ἄγω
ἔβη|βαίνω
πολύμητις|πολύμητις
Ὀδυσσεύς|Ὀδυσσεύς
ἀναβάντες|ἀναβαίνω
ἐπέπλεον|ἐπιπλέω
ὑγρὰ|ὑγρός
κέλευθα|κέλευθος
ἀπολυμαίνεσθαι|ἀπολυμαίνομαι
ἄνωγεν|ἄνωγα
ἀπελυμαίνοντο|ἀπολυμαίνομαι
λύματα|λῦμα
βάλλον|βάλλω
ἕρδον|ἔρδω
τεληέσσας|τελήεις
ἑκατόμβας|ἑκατόμβη
θῖν̓|θίς
ἁλὸς|ἅλς
ἀτρυγέτοιο|ἀτρύγετος
κνίση|κνῖσα
οὐρανὸν|οὐρανός
ἷκεν|ἱκνέομαι
ἑλισσομένη|ἑλίσσω
καπνῷ|καπνός
πένοντο|πένομαι
στρατόν|στρατός
ἐπηπείλησ̓|ἐπαπειλέω
Ἀχιλῆϊ|Ἀχιλλεύς
Ταλθύβιόν|Ταλθύβιος
Εὐρυβάτην|Εὐρυβάτης
κήρυκε|κῆρυξ
ὀτρηρὼ|ὀτρηρός
θεράποντε|θεράπων
ἔρχεσθον|ἔρχομαι
χειρὸς|χείρ
ἑλόντ̓|αἱρέω
ἀγέμεν|ἄγω
δώῃσιν|δίδωμι
πλεόνεσσι|πλείων
ῥίγιον|ῥίγιον
προΐει|προίημι
ἀέκοντε|ἀέκων
βάτην|βαίνω
Μυρμιδόνων|Μυρμιδόνες
ἱκέσθην|ἱκνέομαι
εὗρον|εὑρίσκω
παρά|παρά
κλισίῃ|κλισία
ἥμενον|ἧμαι
γήθησεν|γηθέω
ταρβήσαντε|ταρβέω
αἰδομένω|αἰδέομαι
βασιλῆα|βασιλεύς
στήτην|ἵστημι
προσεφώνεον|προσφωνέω
ἐρέοντο|ἔρομαι
ᾗσιν|ἑός
φώνησέν|φωνέω
χαίρετε|χαίρω
κήρυκες|κῆρυξ
ἄγγελοι|ἄγγελος
ἠδὲ|ἠδέ
ἆσσον|ἆσσον
ἴτ̓|εἶμι
ἐπαίτιοι|ἐπαίτιος
σφῶϊ|σύ
Βρισηΐδος|Βρισηίς
διογενὲς|διογενής
Πατρόκλεες|Πάτροκλος
ἔξαγε|ἐξάγω
σφωϊν|σφεῖς
δὸς|δίδωμι
αὐτὼ|αὐτός
μάρτυροι|μάρτυρος
ἔστων|εἰμί
μακάρων|μάκαρος
θνητῶν|θνητός
βασιλῆος|βασιλεύς
ἀπηνέος|ἀπηνής
χρειὼ|χρεώ
γένηται|γίγνομαι
ἄλλοις|ἄλλος
ὀλοιῇσι|ὀλοός
θύει|θύω
οἶδε|οἶδα
νοῆσαι|νοέω
πρόσσω|πρόσω
ὀπίσσω|ὀπίσω
ὅππως|ὅπως
σόοι|σῶς
μαχέοιντο|μάχομαι
Πάτροκλος|Πάτροκλος
ἐπεπείθεθ̓|ἐπιπείθομαι
ἑταίρῳ|ἑταῖρος
ἄγαγε|ἄγω
κλισίης|κλισία
δῶκε|δίδωμι
ἴτην|εἶμι
ἀέκουσ̓|ἀέκων
γυνὴ|γυνή
κίεν|κίω
Ἀχιλλεὺς|Ἀχιλλεύς
δακρύσας|δακρύω
ἑτάρων|ἑταῖρος
ἄφαρ|ἄφαρ
νόσφι|νόσφι
λιασθείς|λιάζομαι
ἔφ̓|ἐπί
πολιῆς|πολιός
ὁρόων|ὁράω
ἀπείρονα|ἀπείρων
πόντον|πόντος
μητρὶ|μήτηρ
φίλῃ|φίλος
ἠρήσατο|ἀράομαι
ὀρεγνύς|ὀρέγνυμι
μῆτερ|μήτηρ
ἔτεκές|τίκτω
μινυνθάδιόν|μινυνθάδιος
τιμήν|τιμή
πέρ|πέρ
ὄφελλεν|ὀφέλλω
Ὀλύμπιος|Ὀλύμπιος
ἐγγυαλίξαι|ἐγγυαλίζω
ὑψιβρεμέτης|ὑψιβρεμέτης
τυτθὸν|τυτθός
ἔτισεν|τίνω
ἠτίμησεν|ἀτιμάω
ἑλὼν|αἱρέω
ἀπούρας|ἀπαυράω
δάκρυ|δάκρυον
χέων|χέω
πότνια|πότνια
ἡμένη|ἧμαι
βένθεσσιν|βένθος
γέροντι|γέρων
καρπαλίμως|καρπάλιμος
ἀνέδυ|ἀναδύνω
ἠΰτ̓|ἠύτε
ὀμίχλη|ὁμίχλη
πάροιθ̓|πάροιθε
αὐτοῖο|αὐτός
καθέζετο|καθέζομαι
χέοντος|χέω
κατέρεξεν|καταρρέζω
ὀνόμαζε|ὀνομάζω
τέκνον|τέκνον
κλαίεις|κλαίω
ἵκετο|ἱκνέομαι
ἐξαύδα|ἐξαυδάω
κεῦθε|κεύθω
εἴδομεν|οἶδα
βαρὺ|βαρύς
στενάχων|στενάχω
ἰδυίῃ|οἶδα
πάντ̓|πᾶς
ἀγορεύω|ἀγορεύω
ᾠχόμεθ̓|οἴχομαι
Θήβην|Θήβη
Ἠετίωνος|Ἠετίων
διεπράθομέν|διαπέρθω
ἤγομεν|ἄγω
ἐνθάδε|ἐνθάδε
δάσσαντο|δατέομαι
σφίσιν|σφεῖς
ἕλον|αἱρέω
Χρύσης|Χρύσης
αὖθ̓|αὖτε
ἱερεὺς|ἱερεύς
ἑκατηβόλου|ἑκατηβόλος
χαλκοχιτώνων|χαλκοχίτων
τοῖο|ὁ
εὐξαμένου|εὔχομαι
ἤκουσεν|ἀκούω
φίλος|φίλος
ἦεν|εἰμί
Ἀργείοισι|Ἀργεῖος
κακὸν|κακός
νυ|νῦν
λαοὶ|λαός
θνῇσκον|θνήσκω
ἐπασσύτεροι|ἐπασσύτερος
πάντῃ|πάντῃ
ἄμμι|ἐγώ
εἰδὼς|οἶδα
ἀγόρευε|ἀγορεύω
ἑκάτοιο|ἕκατος
αὐτίκ̓|αὐτίκα
πρῶτος|πρῶτος
κελόμην|κέλομαι
θεὸν|θεός
ἱλάσκεσθαι|ἱλάσκομαι
Ἀτρεΐωνα|Ἀτρείδης
χόλος|χόλος
λάβεν|λαμβάνω
αἶψα|αἶψα
ἀναστὰς|ἀνίστημι
ἠπείλησεν|ἀπειλέω
τετελεσμένος|τελέω
ἐστί|εἰμί
ἑλίκωπες|ἑλίκωψ
πέμπουσιν|πέμπω
ἄγουσι|ἄγω
νέον|νέος
κλισίηθεν|κλισίηθεν
ἔβαν|βαίνω
ἄγοντες|ἄγω
Βρισῆος|Βρισεύς
δύνασαί|δύναμαι
περίσχεο|περιέχω
παιδὸς|παῖς
ἑῆος|ἐύς
ἐλθοῦσ̓|ἔρχομαι
Δία|Ζεύς
λίσαι|λίσσομαι
ἔπει|ἔπος
ὤνησας|ὀνίνημι
ἔργῳ|ἔργον
πολλάκι|πολλάκις
σεο|σύ
πατρὸς|πατήρ
μεγάροισιν|μέγαρον
ἄκουσα|ἀκούω
εὐχομένης|εὔχομαι
ὅτ̓|ὅτι
ἔφησθα|φημί
κελαινεφέϊ|κελαινεφής
Κρονίωνι|Κρονίων
οἴη|οἶος
ὁππότε|ὁπότε
ξυνδῆσαι|συνδέω
Ὀλύμπιοι|Ὀλύμπιος
ἤθελον|ἐθέλω
Ποσειδάων|Ποσειδεών
Παλλὰς|Παλλάς
ἐλθοῦσα|ἔρχομαι
ὑπελύσαο|ὑπολύω
δεσμῶν|δεσμός
ὦχ̓|ὦκα
ἑκατόγχειρον|ἑκατόγχειρος
καλέσασ̓|καλέω
μακρὸν|μακρός
Ὄλυμπον|Ὄλυμπος
Βριάρεων|Βριαρός
καλέουσι|καλέω
θεοί|θεός
ἄνδρες|ἀνήρ
Αἰγαίων̓|Αἰγαίων
βίην|βία
ἀμείνων|ἀμείνων
κύδεϊ|κῦδος
γαίων|γαίω
ὑπέδεισαν|ὑποδείδω
μάκαρες|μάκαρ
ἔτ̓|ἔτι
ἔδησαν|δέω
μνήσασα|μιμνήσκω
παρέζεο|παρέζομαι
λαβὲ|λαμβάνω
γούνων|γόνυ
ἐθέλῃσιν|ἐθέλω
Τρώεσσιν|Τρώς
ἀρῆξαι|ἀρήγω
πρύμνας|πρύμνα
ἀμφ̓|ἀμφί
ἔλσαι|εἴλω
Ἀχαιοὺς|Ἀχαιός
κτεινομένους|κτείνω
ἐπαύρωνται|ἐπαυρέω
γνῷ|γιγνώσκω
ἄτην|ἄτη
Θέτις|Θέτις
χέουσα|χέω
ἐμόν|ἐμός
ἔτρεφον|τρέφω
αἰνὰ|αἰνός
τεκοῦσα|τίκτω
αἴθ̓|εἴθε
ὄφελες|ὀφείλω
ἀδάκρυτος|ἀδάκρυτος
ἀπήμων|ἀπήμων
αἶσα|αἶσα
μίνυνθά|μίνυνθα
δήν|δήν
ὠκύμορος|ὠκύμορος
ὀϊζυρὸς|ὀιζυρός
ἔπλεο|πέλω
κακῇ|κακός
αἴσῃ|αἶσις
τέκον|τίκτω
μεγάροισι|μέγαρον
τοῦτο|οὗτος
ἐρέουσα|ἐρῶ
Διὶ|Ζεύς
τερπικεραύνῳ|τερπικέραυνος
εἶμ̓|εἶμι
αὐτὴ|αὐτός
ἀγάννιφον|ἀγάννιφος
πίθηται|πείθω
παρήμενος|πάρημαι
ὠκυπόροισι|ὠκύπορος
μήνἰ|μηνίω
πολέμου|πόλεμος
ἀποπαύεο|ἀποπαύω
πάμπαν|πάμπαν
Ὠκεανὸν|Ὠκεανός
μετ̓|μετά
ἀμύμονας|ἀμύμων
Αἰθιοπῆας|Αἰθίοψ
χθιζὸς|χθιζός
δαῖτα|δαίς
ἕποντο|ἕπομαι
δωδεκάτῃ|δωδέκατος
ἐλεύσεται|ἔρχομαι
τότ̓|τότε
ἔπειτά|ἔπειτα
χαλκοβατὲς|χαλκοβατής
δῶ|δῶμα
γουνάσομαι|γουνάζομαι
φωνήσασ̓|φωνέω
ἀπεβήσετο|ἀποβαίνω
λίπ̓|λείπω
χωόμενον|χώομαι
ἐϋζώνοιο|εὔζωνος
γυναικὸς|γυνή
βίῃ|βία
ἀπηύρων|ἀπαυράω
ἵκανεν|ἱκάνω
λιμένος|λιμήν
πολυβενθέος|πολυβενθής
ἐντὸς|ἐντός
ἵκοντο|ἱκνέομαι
ἱστία|ἱστίον
στείλαντο|στέλλω
θέσαν|τίθημι
ἱστοδόκῃ|ἱστοδόκη
πέλασαν|πελάζω
προτόνοισιν|πρότονοι
ὑφέντες|ὑφίημι
ὅρμον|ὅρμος
προέρεσσαν|προερέσσω
ἐρετμοῖς|ἐρετμόν
εὐνὰς|εὐνή
ἔβαλον|βάλλω
πρυμνήσἰ|πρυμνήσιος
αὐτοὶ|αὐτός
βαῖνον|βαίνω
ῥηγμῖνι|ῥηγμίν
βῆσαν|βαίνω
ἑκηβόλῳ|ἑκηβόλος
Χρυσηῒς|Χρυσηίς
νηὸς|ναῦς
ποντοπόροιο|ποντόπορος
βωμὸν|βωμός
τίθει|τίθημι
προσέειπεν|προσεῖπον
Χρύση|Χρύσης
ἔπεμψεν|πέμπω
παῖδά|παῖς
Φοίβῳ|Φοῖβος
ῥέξαι|ῥέζω
ὑπὲρ|ὑπέρ
ἱλασόμεσθα|ἱλάσκομαι
ἄνακτα|ἄναξ
πολύστονα|πολύστονος
κήδἐ|κῆδος
ἐφῆκεν|ἐφίημι
δέξατο|δέχομαι
χαίρων|χαίρω
ὦκα|ὦκα
ἑξείης|ἑξῆς
ἔστησαν|ἵστημι
ἐΰδμητον|εὔδμητος
βωμόν|βωμός
χερνίψαντο|χερνίπτομαι
οὐλοχύτας|οὐλοχύται
ἀνέλοντο|ἀναιρέω
μεγάλ̓|μέγας
εὔχετο|εὔχομαι
ἀνασχών|ἀνέχω
Κίλλαν|Κίλλα
πάρος|πάρος
ἔκλυες|κλύω
εὐξαμένοιο|εὔχομαι
τίμησας|τιμάω
ἐμέ|ἐγώ
ἴψαο|ἴπτομαι
τόδ̓|ὅδε
ἐπικρήηνον|ἐπικραίνω
ἄμυνον|ἀμύνω
ῥ̓|ἄρα
εὔξαντο|εὔχομαι
προβάλοντο|προβάλλω
αὐέρυσαν|αὐερύω
ἔσφαξαν|σφάζω
ἔδειραν|δέρω
μηρούς|μηρός
ἐξέταμον|ἐκτέμνω
κνίσῃ|κνῖσα
ἐκάλυψαν|καλύπτω
δίπτυχα|δίπτυχος
ποιήσαντες|ποιέω
αὐτῶν|αὐτός
ὠμοθέτησαν|ὠμοθετέω
καῖε|καίω
σχίζῃς|σχίζα
αἴθοπα|αἶθοψ
οἶνον|οἶνος
λεῖβε|λείβω
νέοι|νέος
παῤ|παρά
ἔχον|ἔχω
πεμπώβολα|πεμπώβολον
χερσίν|χείρ
μῆρε|μῆρα
κάη|καίω
σπλάγχνα|σπλάγχνον
πάσαντο|πατέομαι
μίστυλλόν|μιστύλλω
τἆλλα|ἄλλος
ὀβελοῖσιν|ὀβελός
ἔπειραν|πείρω
ὤπτησάν|ὀπτάω
περιφραδέως|περιφραδής
ἐρύσαντό|ἐρύω
παύσαντο|παύω
πόνου|πόνος
τετύκοντό|τεύχω
δαίνυντ̓|δαίνυμι
ἐδεύετο|δέω
δαιτὸς|δαίς
ἐΐσης|ἴσος
πόσιος|πόσις
ἐδητύος|ἐδητύς
ἔρον|ἔρος
ἕντο|ἵημι
κοῦροι|κόρος
κρητῆρας|κρατήρ
ἐπεστέψαντο|ἐπιστέφω
ποτοῖο|ποτός
νώμησαν|νωμάω
ἐπαρξάμενοι|ἐπάρχω
δεπάεσσιν|δέπας
πανημέριοι|πανημέριος
μολπῇ|μολπή
ἱλάσκοντο|ἱλάσκομαι
καλὸν|καλός
ἀείδοντες|ἀείδω
παιήονα|παιάν
μέλποντες|μέλπω
τέρπετ̓|τέρπω
ἀκούων|ἀκούω
ἦμος|ἦμος
ἠέλιος|ἠέλιος
κατέδυ|καταδύω
κνέφας|κνέφας
κοιμήσαντο|κοιμάω
πρυμνήσια|πρυμνήσιος
νηός|ναῦς
ἠριγένεια|ἠριγένεια
φάνη|φαίνω
ῥοδοδάκτυλος|ῥοδοδάκτυλος
Ἠώς|ἠώς
ἀνάγοντο|ἀνάγω
ἴκμενον|ἴκμενος
οὖρον|οὖρος
ἵει|ἵημι
ἑκάεργος|ʽἑκάεργος
στήσαντ̓|ἵστημι
ἀνά|ἀνά
λευκὰ|λευκός
πέτασσαν|πετάννυμι
ἄνεμος|ἄνεμος
πρῆσεν|πρήθω
μέσον|μέσος
ἱστίον|ἱστίον
ἀμφὶ|ἀμφί
κῦμα|κῦμα
στείρῃ|στεῖρα
πορφύρεον|πορφύρεος
ἴαχε|ἰάχω
ἰούσης|εἶμι
ἔθεεν|θέω
διαπρήσσουσα|διαπράσσω
